first_well	second_well	pearsons_coef	first_construct	second_construct	concentration	comparison
C4	C5	0.4959033717729911	NF1 Target 1	no_treatment	0.005	different_construct
C4	C8	0.5016383968922739	NF1 Target 1	no_treatment	0.005	different_construct
C4	D11	0.5647565187582239	NF1 Target 1	no_treatment	0.005	different_construct
C4	D2	0.07299753752745841	NF1 Target 1	no_treatment	0.005	different_construct
C4	D5	0.37428273787145594	NF1 Target 1	no_treatment	0.005	different_construct
C4	D8	0.3351007480762562	NF1 Target 1	no_treatment	0.005	different_construct
C4	E11	0.5093486439151289	NF1 Target 1	no_treatment	0.005	different_construct
C4	F11	0.09930598910590914	NF1 Target 1	no_treatment	0.005	different_construct
C4	G11	-0.01664819198664112	NF1 Target 1	no_treatment	0.005	different_construct
C6	B11	0.1640809249530192	NF1 Target 1	no_treatment	0.05	different_construct
C6	B2	-0.18132209171261776	NF1 Target 1	no_treatment	0.05	different_construct
C6	B5	0.22669827801971376	NF1 Target 1	no_treatment	0.05	different_construct
C6	B8	-0.07490141303143621	NF1 Target 1	no_treatment	0.05	different_construct
C6	C11	0.35922880699541765	NF1 Target 1	no_treatment	0.05	different_construct
C6	C2	-0.05222493594768682	NF1 Target 1	no_treatment	0.05	different_construct
C6	C5	0.5099523366499902	NF1 Target 1	no_treatment	0.05	different_construct
C6	C8	0.3702857021097088	NF1 Target 1	no_treatment	0.05	different_construct
C6	D11	0.2529780521416195	NF1 Target 1	no_treatment	0.05	different_construct
C6	D2	-0.3033791714089137	NF1 Target 1	no_treatment	0.05	different_construct
C6	D5	0.24656368359965636	NF1 Target 1	no_treatment	0.05	different_construct
C6	D8	0.058929211993203966	NF1 Target 1	no_treatment	0.05	different_construct
C6	E11	0.2336922217130049	NF1 Target 1	no_treatment	0.05	different_construct
C6	F11	-0.296481449113911	NF1 Target 1	no_treatment	0.05	different_construct
C6	G11	-0.40274219546114604	NF1 Target 1	no_treatment	0.05	different_construct
C7	B11	0.3171462045991595	NF1 Target 1	no_treatment	0.005	different_construct
C7	B2	-0.18448473489653686	NF1 Target 1	no_treatment	0.005	different_construct
C7	B5	0.344958946122452	NF1 Target 1	no_treatment	0.005	different_construct
C7	B8	0.012712657262155065	NF1 Target 1	no_treatment	0.005	different_construct
C7	C11	0.4706872007936881	NF1 Target 1	no_treatment	0.005	different_construct
C7	C2	0.008425900497703342	NF1 Target 1	no_treatment	0.005	different_construct
C7	C5	0.5638814813041468	NF1 Target 1	no_treatment	0.005	different_construct
C7	C8	0.4513957387598723	NF1 Target 1	no_treatment	0.005	different_construct
C7	D11	0.34859418814783105	NF1 Target 1	no_treatment	0.005	different_construct
C7	D2	-0.2972985389183949	NF1 Target 1	no_treatment	0.005	different_construct
C7	D5	0.29406798456643624	NF1 Target 1	no_treatment	0.005	different_construct
C7	D8	0.10200249946507962	NF1 Target 1	no_treatment	0.005	different_construct
C7	E11	0.23227285568470796	NF1 Target 1	no_treatment	0.005	different_construct
C7	F11	-0.2790761060294691	NF1 Target 1	no_treatment	0.005	different_construct
C7	G11	-0.37193033649572155	NF1 Target 1	no_treatment	0.005	different_construct
C9	B11	0.27397650340177654	NF1 Target 1	no_treatment	0.05	different_construct
C9	B2	0.03390277644151678	NF1 Target 1	no_treatment	0.05	different_construct
C9	B5	0.2622164820261442	NF1 Target 1	no_treatment	0.05	different_construct
C9	B8	0.15961054100468816	NF1 Target 1	no_treatment	0.05	different_construct
C9	C11	0.4413834844003641	NF1 Target 1	no_treatment	0.05	different_construct
C9	C2	0.10765097523830292	NF1 Target 1	no_treatment	0.05	different_construct
C9	C5	0.5581943554652224	NF1 Target 1	no_treatment	0.05	different_construct
C9	C8	0.4878679672871299	NF1 Target 1	no_treatment	0.05	different_construct
C9	D11	0.43805194009085296	NF1 Target 1	no_treatment	0.05	different_construct
C9	D2	-0.13823724541675422	NF1 Target 1	no_treatment	0.05	different_construct
C9	D5	0.23551740613764474	NF1 Target 1	no_treatment	0.05	different_construct
C9	D8	0.17101947074948481	NF1 Target 1	no_treatment	0.05	different_construct
C9	E11	0.40616905850427043	NF1 Target 1	no_treatment	0.05	different_construct
C9	F11	-0.15547301141753134	NF1 Target 1	no_treatment	0.05	different_construct
C9	G11	-0.32613902728536076	NF1 Target 1	no_treatment	0.05	different_construct
F10	B11	0.5080656362069702	NF1 Target 1	no_treatment	0.001	different_construct
F10	B2	0.33620807054499363	NF1 Target 1	no_treatment	0.001	different_construct
F10	B5	0.4897048214442028	NF1 Target 1	no_treatment	0.001	different_construct
F10	B8	0.5666048965845014	NF1 Target 1	no_treatment	0.001	different_construct
F10	C11	0.39299984908178315	NF1 Target 1	no_treatment	0.001	different_construct
F10	C2	0.39285353647749655	NF1 Target 1	no_treatment	0.001	different_construct
F10	C5	0.17047189911530194	NF1 Target 1	no_treatment	0.001	different_construct
F10	C8	0.1808554140611969	NF1 Target 1	no_treatment	0.001	different_construct
F10	D11	0.4927210916181873	NF1 Target 1	no_treatment	0.001	different_construct
F10	D2	0.5585085879242887	NF1 Target 1	no_treatment	0.001	different_construct
F10	D5	0.25975944592645545	NF1 Target 1	no_treatment	0.001	different_construct
F10	D8	0.47284753525643763	NF1 Target 1	no_treatment	0.001	different_construct
F10	E11	0.4791358121081701	NF1 Target 1	no_treatment	0.001	different_construct
F10	F11	0.6592272755337556	NF1 Target 1	no_treatment	0.001	different_construct
F10	G11	0.6588918593136452	NF1 Target 1	no_treatment	0.001	different_construct
F2	B11	0.38357640212195815	NF1 Target 1	no_treatment	0.1	different_construct
F2	B2	0.3753987567923076	NF1 Target 1	no_treatment	0.1	different_construct
F2	B5	0.2677194175876774	NF1 Target 1	no_treatment	0.1	different_construct
F2	B8	0.6162399465370063	NF1 Target 1	no_treatment	0.1	different_construct
F2	C11	0.21343623097677147	NF1 Target 1	no_treatment	0.1	different_construct
F2	C2	0.40254356055834006	NF1 Target 1	no_treatment	0.1	different_construct
F2	C5	0.07336538879524046	NF1 Target 1	no_treatment	0.1	different_construct
F2	C8	0.16325931102376023	NF1 Target 1	no_treatment	0.1	different_construct
F2	D11	0.38588793137506683	NF1 Target 1	no_treatment	0.1	different_construct
F2	D2	0.6893899627596127	NF1 Target 1	no_treatment	0.1	different_construct
F2	D5	0.30643804278453823	NF1 Target 1	no_treatment	0.1	different_construct
F2	D8	0.490372996691149	NF1 Target 1	no_treatment	0.1	different_construct
F2	E11	0.3343406265059896	NF1 Target 1	no_treatment	0.1	different_construct
F2	F11	0.6233808037727625	NF1 Target 1	no_treatment	0.1	different_construct
F2	G11	0.662483168474785	NF1 Target 1	no_treatment	0.1	different_construct
F3	B11	0.49240653437342224	NF1 Target 1	no_treatment	0.01	different_construct
F3	B2	0.4685911245683466	NF1 Target 1	no_treatment	0.01	different_construct
F3	B5	0.41292397664481506	NF1 Target 1	no_treatment	0.01	different_construct
F3	B8	0.5638906336803262	NF1 Target 1	no_treatment	0.01	different_construct
F3	C11	0.36826930481097625	NF1 Target 1	no_treatment	0.01	different_construct
F3	C2	0.2686440458938542	NF1 Target 1	no_treatment	0.01	different_construct
F3	C5	0.14254376996680726	NF1 Target 1	no_treatment	0.01	different_construct
F3	C8	0.17299967871012994	NF1 Target 1	no_treatment	0.01	different_construct
F3	D11	0.48899624057404184	NF1 Target 1	no_treatment	0.01	different_construct
F3	D2	0.40913609788765565	NF1 Target 1	no_treatment	0.01	different_construct
F3	D5	0.3005072847267869	NF1 Target 1	no_treatment	0.01	different_construct
F3	D8	0.3326724025138729	NF1 Target 1	no_treatment	0.01	different_construct
F3	E11	0.4534039875327034	NF1 Target 1	no_treatment	0.01	different_construct
F3	F11	0.35576886780436384	NF1 Target 1	no_treatment	0.01	different_construct
F3	G11	0.3450717598625409	NF1 Target 1	no_treatment	0.01	different_construct
F4	B11	0.42241780106290283	NF1 Target 1	no_treatment	0.001	different_construct
F4	B2	0.33905481562111045	NF1 Target 1	no_treatment	0.001	different_construct
F4	B5	0.32647590856311015	NF1 Target 1	no_treatment	0.001	different_construct
F4	B8	0.5954825035935637	NF1 Target 1	no_treatment	0.001	different_construct
F4	C11	0.383770965573647	NF1 Target 1	no_treatment	0.001	different_construct
F4	C2	0.2854154136999323	NF1 Target 1	no_treatment	0.001	different_construct
F4	C5	0.21683618856327877	NF1 Target 1	no_treatment	0.001	different_construct
F4	C8	0.2889133186359993	NF1 Target 1	no_treatment	0.001	different_construct
F4	D11	0.5005930554395417	NF1 Target 1	no_treatment	0.001	different_construct
F4	D2	0.4475755765000633	NF1 Target 1	no_treatment	0.001	different_construct
F4	D5	0.2790577576670288	NF1 Target 1	no_treatment	0.001	different_construct
F4	D8	0.43220917263910275	NF1 Target 1	no_treatment	0.001	different_construct
F4	E11	0.4991781444900542	NF1 Target 1	no_treatment	0.001	different_construct
F4	F11	0.4268915983323522	NF1 Target 1	no_treatment	0.001	different_construct
F4	G11	0.404265420346962	NF1 Target 1	no_treatment	0.001	different_construct
F5	B11	0.3693970426415534	NF1 Target 1	no_treatment	0.1	different_construct
F5	B2	0.3730491817784098	NF1 Target 1	no_treatment	0.1	different_construct
F5	B5	0.2562263237485521	NF1 Target 1	no_treatment	0.1	different_construct
F5	B8	0.6177398043947611	NF1 Target 1	no_treatment	0.1	different_construct
F5	C11	0.047879642652814386	NF1 Target 1	no_treatment	0.1	different_construct
F5	C2	0.3673834354239825	NF1 Target 1	no_treatment	0.1	different_construct
F5	C5	-0.04762168600709572	NF1 Target 1	no_treatment	0.1	different_construct
F5	C8	0.09834587602136131	NF1 Target 1	no_treatment	0.1	different_construct
F5	D11	0.2270919556536177	NF1 Target 1	no_treatment	0.1	different_construct
F5	D2	0.5354273980637219	NF1 Target 1	no_treatment	0.1	different_construct
F5	D5	0.3541661142713793	NF1 Target 1	no_treatment	0.1	different_construct
F5	D8	0.3747191316708119	NF1 Target 1	no_treatment	0.1	different_construct
F5	E11	0.24985777289377015	NF1 Target 1	no_treatment	0.1	different_construct
F5	F11	0.5446421255049902	NF1 Target 1	no_treatment	0.1	different_construct
F5	G11	0.5534978312354208	NF1 Target 1	no_treatment	0.1	different_construct
F6	B11	0.5924674875567619	NF1 Target 1	no_treatment	0.01	different_construct
F6	B2	0.34247388371003573	NF1 Target 1	no_treatment	0.01	different_construct
F6	B5	0.44247974788521116	NF1 Target 1	no_treatment	0.01	different_construct
F6	B8	0.5609749081686517	NF1 Target 1	no_treatment	0.01	different_construct
F6	C11	0.35870597074690996	NF1 Target 1	no_treatment	0.01	different_construct
F6	C2	0.3476103915242963	NF1 Target 1	no_treatment	0.01	different_construct
F6	C5	0.1857323532893281	NF1 Target 1	no_treatment	0.01	different_construct
F6	C8	0.2064740172788919	NF1 Target 1	no_treatment	0.01	different_construct
F6	D11	0.5069821246471488	NF1 Target 1	no_treatment	0.01	different_construct
F6	D2	0.5120715804164149	NF1 Target 1	no_treatment	0.01	different_construct
F6	D5	0.403465474414335	NF1 Target 1	no_treatment	0.01	different_construct
F6	D8	0.5229152076129551	NF1 Target 1	no_treatment	0.01	different_construct
F6	E11	0.3878811989336872	NF1 Target 1	no_treatment	0.01	different_construct
F6	F11	0.5508912874244024	NF1 Target 1	no_treatment	0.01	different_construct
F6	G11	0.5448692936575523	NF1 Target 1	no_treatment	0.01	different_construct
F7	B11	0.4467041733342804	NF1 Target 1	no_treatment	0.001	different_construct
F7	B2	0.3614504483677623	NF1 Target 1	no_treatment	0.001	different_construct
F7	B5	0.2843409160754647	NF1 Target 1	no_treatment	0.001	different_construct
F7	B8	0.5957696281893009	NF1 Target 1	no_treatment	0.001	different_construct
F7	C11	0.2781335775117943	NF1 Target 1	no_treatment	0.001	different_construct
F7	C2	0.2665965622670636	NF1 Target 1	no_treatment	0.001	different_construct
F7	C5	0.11640856654374351	NF1 Target 1	no_treatment	0.001	different_construct
F7	C8	0.12981742196396742	NF1 Target 1	no_treatment	0.001	different_construct
F7	D11	0.42837505003943094	NF1 Target 1	no_treatment	0.001	different_construct
F7	D2	0.5485507387427372	NF1 Target 1	no_treatment	0.001	different_construct
F7	D5	0.32260373403907205	NF1 Target 1	no_treatment	0.001	different_construct
F7	D8	0.4481678049157471	NF1 Target 1	no_treatment	0.001	different_construct
F7	E11	0.2930930972004895	NF1 Target 1	no_treatment	0.001	different_construct
F7	F11	0.4762878175672917	NF1 Target 1	no_treatment	0.001	different_construct
F7	G11	0.5747052860188906	NF1 Target 1	no_treatment	0.001	different_construct
F8	B11	0.3122153724056434	NF1 Target 1	no_treatment	0.1	different_construct
F8	B2	0.5002904753089175	NF1 Target 1	no_treatment	0.1	different_construct
F8	B5	0.2063159531015789	NF1 Target 1	no_treatment	0.1	different_construct
F8	B8	0.5959460802461741	NF1 Target 1	no_treatment	0.1	different_construct
F8	C11	0.0407357742682258	NF1 Target 1	no_treatment	0.1	different_construct
F8	C2	0.3560222030376689	NF1 Target 1	no_treatment	0.1	different_construct
F8	C5	-0.09409605769547459	NF1 Target 1	no_treatment	0.1	different_construct
F8	C8	0.07898210335320051	NF1 Target 1	no_treatment	0.1	different_construct
F8	D11	0.22622533720889668	NF1 Target 1	no_treatment	0.1	different_construct
F8	D2	0.6620604836980892	NF1 Target 1	no_treatment	0.1	different_construct
F8	D5	0.27796486909529394	NF1 Target 1	no_treatment	0.1	different_construct
F8	D8	0.36159417046039405	NF1 Target 1	no_treatment	0.1	different_construct
F8	E11	0.2410472364840562	NF1 Target 1	no_treatment	0.1	different_construct
F8	F11	0.594431170163413	NF1 Target 1	no_treatment	0.1	different_construct
F8	G11	0.6327827493457898	NF1 Target 1	no_treatment	0.1	different_construct
F9	B11	0.3323207979162776	NF1 Target 1	no_treatment	0.01	different_construct
F9	B2	0.40265985954015443	NF1 Target 1	no_treatment	0.01	different_construct
F9	B5	0.29475373713386666	NF1 Target 1	no_treatment	0.01	different_construct
F9	B8	0.5735893113289521	NF1 Target 1	no_treatment	0.01	different_construct
F9	C11	0.18482610795393184	NF1 Target 1	no_treatment	0.01	different_construct
F9	C2	0.24757463898429835	NF1 Target 1	no_treatment	0.01	different_construct
F9	C5	-0.08842902541004354	NF1 Target 1	no_treatment	0.01	different_construct
F9	C8	0.014410984995760935	NF1 Target 1	no_treatment	0.01	different_construct
F9	D11	0.2687666218442431	NF1 Target 1	no_treatment	0.01	different_construct
F9	D2	0.7007689690932024	NF1 Target 1	no_treatment	0.01	different_construct
F9	D5	0.23400604761274804	NF1 Target 1	no_treatment	0.01	different_construct
F9	D8	0.391613752469506	NF1 Target 1	no_treatment	0.01	different_construct
F9	E11	0.19532333262865925	NF1 Target 1	no_treatment	0.01	different_construct
F9	F11	0.5973457840085199	NF1 Target 1	no_treatment	0.01	different_construct
F9	G11	0.7150451791991366	NF1 Target 1	no_treatment	0.01	different_construct
B11	C10	0.40934850307330295	NF1 Target 1	no_treatment	0.005	different_construct
B11	C4	0.5048985896479078	NF1 Target 1	no_treatment	0.005	different_construct
B11	C7	0.3171462045991595	NF1 Target 1	no_treatment	0.005	different_construct
B2	C10	0.03902615963591077	NF1 Target 1	no_treatment	0.005	different_construct
B2	C4	0.13571436662570308	NF1 Target 1	no_treatment	0.005	different_construct
B2	C7	-0.18448473489653686	NF1 Target 1	no_treatment	0.005	different_construct
B5	C10	0.44609949662774784	NF1 Target 1	no_treatment	0.005	different_construct
B5	C4	0.5814179772540575	NF1 Target 1	no_treatment	0.005	different_construct
B5	C7	0.344958946122452	NF1 Target 1	no_treatment	0.005	different_construct
B8	C10	0.15289551646180466	NF1 Target 1	no_treatment	0.005	different_construct
B8	C4	0.3682563662932073	NF1 Target 1	no_treatment	0.005	different_construct
B8	C7	0.012712657262155065	NF1 Target 1	no_treatment	0.005	different_construct
C11	C10	0.5677295436418344	NF1 Target 1	no_treatment	0.005	different_construct
C11	C4	0.5329340471569901	NF1 Target 1	no_treatment	0.005	different_construct
C11	C7	0.4706872007936881	NF1 Target 1	no_treatment	0.005	different_construct
C2	C10	0.05869030305678854	NF1 Target 1	no_treatment	0.005	different_construct
C2	C4	0.385344846785428	NF1 Target 1	no_treatment	0.005	different_construct
C2	C7	0.008425900497703342	NF1 Target 1	no_treatment	0.005	different_construct
C5	C10	0.4337818029116356	NF1 Target 1	no_treatment	0.005	different_construct
C5	C4	0.4959033717729911	NF1 Target 1	no_treatment	0.005	different_construct
C5	C7	0.5638814813041468	NF1 Target 1	no_treatment	0.005	different_construct
C8	C10	0.3154000119855166	NF1 Target 1	no_treatment	0.005	different_construct
C8	C4	0.5016383968922739	NF1 Target 1	no_treatment	0.005	different_construct
C8	C7	0.4513957387598723	NF1 Target 1	no_treatment	0.005	different_construct
D11	C10	0.44477390723284616	NF1 Target 1	no_treatment	0.005	different_construct
D11	C4	0.5647565187582239	NF1 Target 1	no_treatment	0.005	different_construct
D11	C7	0.34859418814783105	NF1 Target 1	no_treatment	0.005	different_construct
D2	C10	-0.14319927102822266	NF1 Target 1	no_treatment	0.005	different_construct
D2	C4	0.07299753752745841	NF1 Target 1	no_treatment	0.005	different_construct
D2	C7	-0.2972985389183949	NF1 Target 1	no_treatment	0.005	different_construct
D5	C10	0.2347640295543139	NF1 Target 1	no_treatment	0.005	different_construct
D5	C4	0.37428273787145594	NF1 Target 1	no_treatment	0.005	different_construct
D5	C7	0.29406798456643624	NF1 Target 1	no_treatment	0.005	different_construct
D8	C10	0.13752748779053048	NF1 Target 1	no_treatment	0.005	different_construct
D8	C4	0.3351007480762562	NF1 Target 1	no_treatment	0.005	different_construct
D8	C7	0.10200249946507962	NF1 Target 1	no_treatment	0.005	different_construct
E11	C10	0.36527171045097245	NF1 Target 1	no_treatment	0.005	different_construct
E11	C4	0.5093486439151289	NF1 Target 1	no_treatment	0.005	different_construct
E11	C7	0.23227285568470796	NF1 Target 1	no_treatment	0.005	different_construct
F11	C10	-0.12779830390041835	NF1 Target 1	no_treatment	0.005	different_construct
F11	C4	0.09930598910590914	NF1 Target 1	no_treatment	0.005	different_construct
F11	C7	-0.2790761060294691	NF1 Target 1	no_treatment	0.005	different_construct
G11	C10	-0.18260686345174942	NF1 Target 1	no_treatment	0.005	different_construct
G11	C4	-0.01664819198664112	NF1 Target 1	no_treatment	0.005	different_construct
G11	C7	-0.37193033649572155	NF1 Target 1	no_treatment	0.005	different_construct
B11	C3	0.4371920874975922	NF1 Target 1	no_treatment	0.05	different_construct
B11	C6	0.1640809249530192	NF1 Target 1	no_treatment	0.05	different_construct
B11	C9	0.27397650340177654	NF1 Target 1	no_treatment	0.05	different_construct
B2	C3	0.1553818400983115	NF1 Target 1	no_treatment	0.05	different_construct
B2	C6	-0.18132209171261776	NF1 Target 1	no_treatment	0.05	different_construct
B2	C9	0.03390277644151678	NF1 Target 1	no_treatment	0.05	different_construct
B5	C3	0.45423840227089096	NF1 Target 1	no_treatment	0.05	different_construct
B5	C6	0.22669827801971376	NF1 Target 1	no_treatment	0.05	different_construct
B5	C9	0.2622164820261442	NF1 Target 1	no_treatment	0.05	different_construct
B8	C3	0.3310045359340667	NF1 Target 1	no_treatment	0.05	different_construct
B8	C6	-0.07490141303143621	NF1 Target 1	no_treatment	0.05	different_construct
B8	C9	0.15961054100468816	NF1 Target 1	no_treatment	0.05	different_construct
C11	C3	0.5098190662082267	NF1 Target 1	no_treatment	0.05	different_construct
C11	C6	0.35922880699541765	NF1 Target 1	no_treatment	0.05	different_construct
C11	C9	0.4413834844003641	NF1 Target 1	no_treatment	0.05	different_construct
C2	C3	0.3011022365890326	NF1 Target 1	no_treatment	0.05	different_construct
C2	C6	-0.05222493594768682	NF1 Target 1	no_treatment	0.05	different_construct
C2	C9	0.10765097523830292	NF1 Target 1	no_treatment	0.05	different_construct
C5	C3	0.5424820760147231	NF1 Target 1	no_treatment	0.05	different_construct
C5	C6	0.5099523366499902	NF1 Target 1	no_treatment	0.05	different_construct
C5	C9	0.5581943554652224	NF1 Target 1	no_treatment	0.05	different_construct
C8	C3	0.5641221488094317	NF1 Target 1	no_treatment	0.05	different_construct
C8	C6	0.3702857021097088	NF1 Target 1	no_treatment	0.05	different_construct
C8	C9	0.4878679672871299	NF1 Target 1	no_treatment	0.05	different_construct
D11	C3	0.5309916818250986	NF1 Target 1	no_treatment	0.05	different_construct
D11	C6	0.2529780521416195	NF1 Target 1	no_treatment	0.05	different_construct
D11	C9	0.43805194009085296	NF1 Target 1	no_treatment	0.05	different_construct
D2	C3	0.04280091209877399	NF1 Target 1	no_treatment	0.05	different_construct
D2	C6	-0.3033791714089137	NF1 Target 1	no_treatment	0.05	different_construct
D2	C9	-0.13823724541675422	NF1 Target 1	no_treatment	0.05	different_construct
D5	C3	0.3825121181520428	NF1 Target 1	no_treatment	0.05	different_construct
D5	C6	0.24656368359965636	NF1 Target 1	no_treatment	0.05	different_construct
D5	C9	0.23551740613764474	NF1 Target 1	no_treatment	0.05	different_construct
D8	C3	0.30589253045159676	NF1 Target 1	no_treatment	0.05	different_construct
D8	C6	0.058929211993203966	NF1 Target 1	no_treatment	0.05	different_construct
D8	C9	0.17101947074948481	NF1 Target 1	no_treatment	0.05	different_construct
E11	C3	0.49741771753396286	NF1 Target 1	no_treatment	0.05	different_construct
E11	C6	0.2336922217130049	NF1 Target 1	no_treatment	0.05	different_construct
E11	C9	0.40616905850427043	NF1 Target 1	no_treatment	0.05	different_construct
F11	C3	0.013300254770220466	NF1 Target 1	no_treatment	0.05	different_construct
F11	C6	-0.296481449113911	NF1 Target 1	no_treatment	0.05	different_construct
F11	C9	-0.15547301141753134	NF1 Target 1	no_treatment	0.05	different_construct
G11	C3	-0.1353876259211665	NF1 Target 1	no_treatment	0.05	different_construct
G11	C6	-0.40274219546114604	NF1 Target 1	no_treatment	0.05	different_construct
G11	C9	-0.32613902728536076	NF1 Target 1	no_treatment	0.05	different_construct
B11	F10	0.5080656362069702	NF1 Target 1	no_treatment	0.001	different_construct
B11	F4	0.42241780106290283	NF1 Target 1	no_treatment	0.001	different_construct
B11	F7	0.4467041733342804	NF1 Target 1	no_treatment	0.001	different_construct
B2	F10	0.33620807054499363	NF1 Target 1	no_treatment	0.001	different_construct
B2	F4	0.33905481562111045	NF1 Target 1	no_treatment	0.001	different_construct
B2	F7	0.3614504483677623	NF1 Target 1	no_treatment	0.001	different_construct
B5	F10	0.4897048214442028	NF1 Target 1	no_treatment	0.001	different_construct
B5	F4	0.32647590856311015	NF1 Target 1	no_treatment	0.001	different_construct
B5	F7	0.2843409160754647	NF1 Target 1	no_treatment	0.001	different_construct
B8	F10	0.5666048965845014	NF1 Target 1	no_treatment	0.001	different_construct
B8	F4	0.5954825035935637	NF1 Target 1	no_treatment	0.001	different_construct
B8	F7	0.5957696281893009	NF1 Target 1	no_treatment	0.001	different_construct
C11	F10	0.39299984908178315	NF1 Target 1	no_treatment	0.001	different_construct
C11	F4	0.383770965573647	NF1 Target 1	no_treatment	0.001	different_construct
C11	F7	0.2781335775117943	NF1 Target 1	no_treatment	0.001	different_construct
C2	F10	0.39285353647749655	NF1 Target 1	no_treatment	0.001	different_construct
C2	F4	0.2854154136999323	NF1 Target 1	no_treatment	0.001	different_construct
C2	F7	0.2665965622670636	NF1 Target 1	no_treatment	0.001	different_construct
C5	F10	0.17047189911530194	NF1 Target 1	no_treatment	0.001	different_construct
C5	F4	0.21683618856327877	NF1 Target 1	no_treatment	0.001	different_construct
C5	F7	0.11640856654374351	NF1 Target 1	no_treatment	0.001	different_construct
C8	F10	0.1808554140611969	NF1 Target 1	no_treatment	0.001	different_construct
C8	F4	0.2889133186359993	NF1 Target 1	no_treatment	0.001	different_construct
C8	F7	0.12981742196396742	NF1 Target 1	no_treatment	0.001	different_construct
D11	F10	0.4927210916181873	NF1 Target 1	no_treatment	0.001	different_construct
D11	F4	0.5005930554395417	NF1 Target 1	no_treatment	0.001	different_construct
D11	F7	0.42837505003943094	NF1 Target 1	no_treatment	0.001	different_construct
D2	F10	0.5585085879242887	NF1 Target 1	no_treatment	0.001	different_construct
D2	F4	0.4475755765000633	NF1 Target 1	no_treatment	0.001	different_construct
D2	F7	0.5485507387427372	NF1 Target 1	no_treatment	0.001	different_construct
D5	F10	0.25975944592645545	NF1 Target 1	no_treatment	0.001	different_construct
D5	F4	0.2790577576670288	NF1 Target 1	no_treatment	0.001	different_construct
D5	F7	0.32260373403907205	NF1 Target 1	no_treatment	0.001	different_construct
D8	F10	0.47284753525643763	NF1 Target 1	no_treatment	0.001	different_construct
D8	F4	0.43220917263910275	NF1 Target 1	no_treatment	0.001	different_construct
D8	F7	0.4481678049157471	NF1 Target 1	no_treatment	0.001	different_construct
E11	F10	0.4791358121081701	NF1 Target 1	no_treatment	0.001	different_construct
E11	F4	0.4991781444900542	NF1 Target 1	no_treatment	0.001	different_construct
E11	F7	0.2930930972004895	NF1 Target 1	no_treatment	0.001	different_construct
F11	F10	0.6592272755337556	NF1 Target 1	no_treatment	0.001	different_construct
F11	F4	0.4268915983323522	NF1 Target 1	no_treatment	0.001	different_construct
F11	F7	0.4762878175672917	NF1 Target 1	no_treatment	0.001	different_construct
G11	F10	0.6588918593136452	NF1 Target 1	no_treatment	0.001	different_construct
G11	F4	0.404265420346962	NF1 Target 1	no_treatment	0.001	different_construct
G11	F7	0.5747052860188906	NF1 Target 1	no_treatment	0.001	different_construct
B11	F2	0.38357640212195815	NF1 Target 1	no_treatment	0.1	different_construct
B11	F5	0.3693970426415534	NF1 Target 1	no_treatment	0.1	different_construct
B11	F8	0.3122153724056434	NF1 Target 1	no_treatment	0.1	different_construct
B2	F2	0.3753987567923076	NF1 Target 1	no_treatment	0.1	different_construct
B2	F5	0.3730491817784098	NF1 Target 1	no_treatment	0.1	different_construct
B2	F8	0.5002904753089175	NF1 Target 1	no_treatment	0.1	different_construct
B5	F2	0.2677194175876774	NF1 Target 1	no_treatment	0.1	different_construct
B5	F5	0.2562263237485521	NF1 Target 1	no_treatment	0.1	different_construct
B5	F8	0.2063159531015789	NF1 Target 1	no_treatment	0.1	different_construct
B8	F2	0.6162399465370063	NF1 Target 1	no_treatment	0.1	different_construct
B8	F5	0.6177398043947611	NF1 Target 1	no_treatment	0.1	different_construct
B8	F8	0.5959460802461741	NF1 Target 1	no_treatment	0.1	different_construct
C11	F2	0.21343623097677147	NF1 Target 1	no_treatment	0.1	different_construct
C11	F5	0.047879642652814386	NF1 Target 1	no_treatment	0.1	different_construct
C11	F8	0.0407357742682258	NF1 Target 1	no_treatment	0.1	different_construct
C2	F2	0.40254356055834006	NF1 Target 1	no_treatment	0.1	different_construct
C2	F5	0.3673834354239825	NF1 Target 1	no_treatment	0.1	different_construct
C2	F8	0.3560222030376689	NF1 Target 1	no_treatment	0.1	different_construct
C5	F2	0.07336538879524046	NF1 Target 1	no_treatment	0.1	different_construct
C5	F5	-0.04762168600709572	NF1 Target 1	no_treatment	0.1	different_construct
C5	F8	-0.09409605769547459	NF1 Target 1	no_treatment	0.1	different_construct
C8	F2	0.16325931102376023	NF1 Target 1	no_treatment	0.1	different_construct
C8	F5	0.09834587602136131	NF1 Target 1	no_treatment	0.1	different_construct
C8	F8	0.07898210335320051	NF1 Target 1	no_treatment	0.1	different_construct
D11	F2	0.38588793137506683	NF1 Target 1	no_treatment	0.1	different_construct
D11	F5	0.2270919556536177	NF1 Target 1	no_treatment	0.1	different_construct
D11	F8	0.22622533720889668	NF1 Target 1	no_treatment	0.1	different_construct
D2	F2	0.6893899627596127	NF1 Target 1	no_treatment	0.1	different_construct
D2	F5	0.5354273980637219	NF1 Target 1	no_treatment	0.1	different_construct
D2	F8	0.6620604836980892	NF1 Target 1	no_treatment	0.1	different_construct
D5	F2	0.30643804278453823	NF1 Target 1	no_treatment	0.1	different_construct
D5	F5	0.3541661142713793	NF1 Target 1	no_treatment	0.1	different_construct
D5	F8	0.27796486909529394	NF1 Target 1	no_treatment	0.1	different_construct
